employee_id,full_name,department,job_title,hire_date,termination_date,salary,age,gender,performance_score
274,Fabiola Martínez Rodrigo,Tecnología,Desarrollador Junior,2021-02-08,,27307,31,M,4.5
275,Javier Matas-Flor,Ventas,Comercial Senior,2022-05-02,,31789,25,F,3.1
276,Tamara Tomas Campillo,Atención al Cliente,Responsable de Atención al Cliente,2023-07-26,2023-12-23,33793,53,F,3.2
277,Graciano del Marqués,Tecnología,Responsable de Tecnología,2022-05-11,,53256,40,M,4.3
278,Aitor Severino Priego Llobet,Ventas,Comercial Senior,2022-05-08,,30908,33,F,2.3
279,Lorenzo Avilés Valdés,Atención al Cliente,Agente Senior,2021-05-19,,25826,56,F,2.6
280,Román Salomón Grau Ortuño,Atención al Cliente,Agente Senior,2021-03-31,,25900,45,M,3.4
281,Maximino de Iglesia,Finanzas,Analista Senior,2025-06-03,2025-10-01,35692,37,F,3.9
282,Mauricio Caballero Ariza,Finanzas,Responsable Financiero,2025-03-30,,51697,24,M,4.2
283,Rufino Isidro Aragonés Patiño,Atención al Cliente,Responsable de Atención al Cliente,2021-12-25,,35641,51,M,2.6
284,Artemio Marquez Morillo,Tecnología,Desarrollador Junior,2021-05-10,,31573,51,F,3.4
285,Carmelita Font Catalán,Operaciones,Técnico de Operaciones,2025-06-09,,23511,24,M,3.4
286,Valentina del Valls,RRHH,Responsable de RRHH,2023-03-27,,41797,56,M,3.3
287,Severo Córdoba-Jimenez,Operaciones,Responsable de Operaciones,2022-01-27,,40043,25,M,3.0
288,Rosenda Marquez Nevado,Operaciones,Coordinador de Operaciones,2023-06-14,,30461,50,M,3.0
289,Joaquín Benet Chico,Operaciones,Técnico de Operaciones,2023-10-14,,22905,45,M,3.5
290,Tito del Paz,Finanzas,Responsable Financiero,2023-05-20,2024-03-15,51007,60,F,1.9
291,Ruperto Prat Alcalá,Atención al Cliente,Agente Senior,2021-07-30,2021-11-27,25771,40,M,3.1
292,Julio Casals-Sanz,Atención al Cliente,Responsable de Atención al Cliente,2023-05-23,2023-09-20,34962,50,M,3.1
293,Nerea Juárez Piquer,Atención al Cliente,Responsable de Atención al Cliente,2025-11-17,,35907,49,M,3.7
294,Asunción Guillen Soto,Tecnología,Desarrollador Junior,2021-06-03,,28227,47,M,3.3
295,Martín Mosquera Giralt,Atención al Cliente,Responsable de Atención al Cliente,2024-10-23,2025-10-18,36962,23,F,2.6
296,Maximino Simó Matas,Marketing,Responsable de Marketing,2025-05-20,,41713,30,F,3.7
297,Azahar Chaves Arrieta,Operaciones,Responsable de Operaciones,2023-01-21,,38963,58,F,3.9
298,Evaristo Ugarte Carmona,Tecnología,Responsable de Tecnología,2023-07-11,,51519,45,M,3.1
299,Desiderio Cerdá Pont,Finanzas,Responsable Financiero,2021-10-09,,49421,47,M,3.7
300,Flora Rius Cortes,Tecnología,Desarrollador Junior,2026-05-22,,28639,33,M,4.2
301,Morena Cabeza Tovar,Atención al Cliente,Responsable de Atención al Cliente,2021-08-30,2022-01-27,36821,38,M,2.2
302,Griselda Elisa Aparicio Pellicer,Operaciones,Responsable de Operaciones,2022-08-08,,43941,53,F,2.5
303,Iván Sales,Ventas,Comercial Junior,2023-07-15,2024-01-11,23202,50,F,3.8
304,Teófilo del Cabezas,Finanzas,Analista Senior,2024-09-29,,34292,26,M,4.6
305,Macaria Palmer Barrera,Marketing,Especialista de Marketing,2024-12-28,,23765,33,M,4.6
306,Eliana Falcó Carvajal,Atención al Cliente,Agente de Soporte,2022-02-16,,21140,37,M,3.3
307,Apolonia Garay Almazán,Ventas,Responsable de Ventas,2024-03-18,,42091,57,F,3.7
308,Rubén Múgica Hervia,Tecnología,Desarrollador Junior,2021-05-15,,28962,52,M,4.2
309,Rubén Fuertes Bayona,Finanzas,Responsable Financiero,2021-06-01,,48228,42,F,3.5
310,Claudia de Guijarro,Atención al Cliente,Responsable de Atención al Cliente,2023-11-26,,35515,57,F,3.4
311,Remedios Coloma Acedo,Finanzas,Analista Financiero,2023-06-06,,28307,25,F,2.2
312,Timoteo Coca-Castillo,Atención al Cliente,Agente Senior,2021-12-04,2022-04-03,26495,36,M,2.5
313,Dionisia de Canet,RRHH,Responsable de RRHH,2026-01-07,,41651,27,M,2.3
314,Blas Alcolea Palma,Operaciones,Responsable de Operaciones,2022-07-17,2024-01-08,42715,41,F,3.7
315,Macario del Alcázar,Atención al Cliente,Agente de Soporte,2024-04-27,,21170,31,F,4.1
316,Eligio Badía Castañeda,Tecnología,Responsable de Tecnología,2026-01-22,,55330,58,F,4.1
317,Lucila Carballo Bartolomé,Marketing,Especialista de Marketing,2021-06-16,2021-08-15,24433,58,M,3.2
318,Jacinta Paredes Vilanova,Tecnología,Responsable de Tecnología,2023-05-04,,52397,23,M,2.4
319,Asunción Sans-Vara,Marketing,Responsable de Marketing,2022-08-17,,43371,41,M,2.3
320,Marino de Vázquez,Operaciones,Responsable de Operaciones,2023-04-12,,39669,26,F,4.3
321,Jenaro Modesto Anguita Barrera,Ventas,Comercial Senior,2023-09-19,,30821,43,F,3.8
322,Soraya Querol Roldan,Operaciones,Responsable de Operaciones,2022-10-16,,38077,44,M,4.9
323,Jose Luis Salcedo Beltrán,Ventas,Comercial Senior,2023-11-21,,31593,42,F,3.5
324,Felipe Colomer Bastida,Atención al Cliente,Agente Senior,2023-07-10,2024-09-02,25616,28,F,3.5
325,Emigdio Morcillo Piquer,Operaciones,Coordinador de Operaciones,2025-11-05,,33486,37,F,3.3
326,Luisa Emilia Santiago Vega,Finanzas,Responsable Financiero,2025-01-16,,50298,32,M,2.9
327,Irene Ariel Carbó Garrido,RRHH,Especialista de RRHH,2023-10-19,,31459,53,F,4.6
328,Jennifer Gracia Riba,Ventas,Comercial Senior,2023-11-02,,31164,37,F,4.7
329,Sarita Santana Pujadas,Atención al Cliente,Agente de Soporte,2021-04-14,2022-12-05,20625,60,M,2.6
330,Pastora Bustamante Milla,Operaciones,Técnico de Operaciones,2025-10-02,,22894,30,M,3.2
331,Estefanía Jara Perelló,Finanzas,Analista Senior,2023-01-20,2024-01-15,36827,25,F,4.1
332,Olegario Sánchez Bautista,Operaciones,Coordinador de Operaciones,2021-05-31,,30639,50,M,4.0
333,Severo Blázquez Buendía,Marketing,Responsable de Marketing,2024-10-25,,43427,30,F,4.3
334,Ariadna Peralta Castillo,Atención al Cliente,Agente Senior,2024-02-17,,26708,31,F,3.1
335,América del Carvajal,Tecnología,Desarrollador Senior,2023-10-22,2025-05-14,39716,24,F,3.5
336,Felicidad Rocha Aznar,Tecnología,Desarrollador Senior,2023-11-30,,39452,60,F,2.5
337,Marcelo Fabricio Ortiz Calleja,Operaciones,Responsable de Operaciones,2022-10-15,,39198,41,M,4.1
338,Lilia Garcia-Cortes,Atención al Cliente,Responsable de Atención al Cliente,2023-12-27,,35947,58,M,3.9
339,Consuelo Campoy Ordóñez,Atención al Cliente,Agente de Soporte,2023-01-25,,21018,29,M,3.4
340,Flor de Lopez,Atención al Cliente,Responsable de Atención al Cliente,2025-11-22,,37251,23,M,3.0
341,Coral Romeu-Amo,Operaciones,Responsable de Operaciones,2025-05-23,,41160,59,F,3.1
342,Áurea Máxima Lastra Andres,Finanzas,Responsable Financiero,2023-09-11,,47131,46,F,3.2
343,Elías Mendizábal Nicolás,Marketing,Especialista de Marketing,2021-03-06,,25685,29,F,3.1
344,Adelaida Escudero Clemente,Ventas,Comercial Senior,2023-05-08,2025-08-25,30807,35,M,3.7
345,Máxima Pérez-Baños,Atención al Cliente,Responsable de Atención al Cliente,2026-03-01,,33427,25,F,2.9
346,Raimundo Anglada Bravo,Atención al Cliente,Responsable de Atención al Cliente,2022-10-28,,37391,52,M,4.0
347,Concepción Peñalver,Operaciones,Técnico de Operaciones,2023-07-31,,23735,43,M,2.5
348,Jenny Nogueira Criado,Tecnología,Responsable de Tecnología,2024-10-26,,53171,38,M,3.9
349,Esperanza Morata Blazquez,Operaciones,Técnico de Operaciones,2022-07-26,,23539,36,M,4.3
350,Casemiro Criado Ayala,Finanzas,Responsable Financiero,2022-03-01,,46633,53,M,3.0
351,Elías Salazar Rodrigo,Atención al Cliente,Responsable de Atención al Cliente,2026-03-28,,32687,39,M,4.0
352,María Dolores Salamanca Ribas,Ventas,Responsable de Ventas,2024-01-18,,43523,47,M,2.2
353,Cándido Vila-Carbonell,RRHH,Técnico de RRHH,2022-08-18,2022-10-17,24149,27,M,3.2
354,Irene Cantero Luque,RRHH,Responsable de RRHH,2022-06-10,,39483,35,F,2.8
355,Lara Águila-Mendez,Marketing,Marketing Senior,2026-03-26,,31328,39,F,2.9
356,Damián Prats Ballesteros,Ventas,Responsable de Ventas,2024-04-16,2025-04-11,43390,25,F,2.7
357,Cristian Mata Galván,Tecnología,Desarrollador Junior,2021-07-25,,29682,52,F,3.3
358,Roberto Jaume Mancebo,Tecnología,Desarrollador Junior,2021-01-11,,28174,32,M,5.0
359,Azeneth Aguilera Valencia,Tecnología,Desarrollador Senior,2023-09-05,,37893,40,M,4.2
360,Carmelita Castelló Pinto,Operaciones,Técnico de Operaciones,2026-02-03,,24850,58,F,2.3
361,Ofelia de Vall,Atención al Cliente,Responsable de Atención al Cliente,2025-10-08,,36098,33,M,3.0
362,Serafina del Bello,Marketing,Especialista de Marketing,2026-03-28,,25000,47,M,3.8
363,Tere Arnal Rubio,Operaciones,Responsable de Operaciones,2026-05-25,,39961,40,F,3.1
364,Jeremías Bermejo Millán,Ventas,Responsable de Ventas,2024-05-19,2025-04-14,45367,43,M,3.0
365,Inés Quiroga-Rios,Atención al Cliente,Responsable de Atención al Cliente,2024-01-18,,34890,30,M,3.7
366,Baudelio Hermenegildo Almansa Morcillo,Operaciones,Técnico de Operaciones,2022-11-09,,23039,51,M,3.8
367,Salvador Seguí Paredes,Tecnología,Desarrollador Junior,2025-02-17,,29202,40,F,2.3
368,Isaías Camacho Hervia,Ventas,Responsable de Ventas,2026-01-12,,45579,49,M,4.7
369,Marita Pérez Zamora,Ventas,Responsable de Ventas,2021-07-15,2022-02-10,42353,30,M,3.8
370,Hector Menéndez Nicolás,Operaciones,Técnico de Operaciones,2021-01-14,,24403,37,M,2.8
371,Flavio de Benito,Finanzas,Analista Senior,2022-09-11,,36139,58,F,2.2
372,Melisa Carbonell,Operaciones,Coordinador de Operaciones,2024-11-19,,29033,29,M,4.0
373,Lina Ferrera,Operaciones,Coordinador de Operaciones,2024-11-06,,29390,41,F,2.8
374,Felicia Coloma Guzman,Tecnología,Desarrollador Senior,2023-01-23,,38986,36,F,3.9
375,Camilo Jaén Figueroa,Atención al Cliente,Agente Senior,2025-03-12,,25292,45,M,1.0
376,Marcial Coronado Benet,Tecnología,Desarrollador Senior,2025-04-01,,37549,35,F,4.2
377,Rolando Uribe Simó,Tecnología,Responsable de Tecnología,2025-11-24,,52686,55,M,4.3
378,Pía Sanchez-Moraleda,Atención al Cliente,Agente Senior,2021-06-09,,25245,29,F,2.3
379,Bárbara Sabater Bayo,Marketing,Responsable de Marketing,2022-02-19,,43193,31,F,3.6
380,Isaura Mateo Llobet,Operaciones,Responsable de Operaciones,2023-06-24,2024-09-16,42367,35,M,3.8
381,Amor Ortiz-Vera,Ventas,Responsable de Ventas,2023-07-02,,44777,51,F,4.2
382,Fabián Serrano Sans,Atención al Cliente,Agente Senior,2024-02-29,,26432,51,M,3.1
383,Ambrosio Peinado Madrid,Finanzas,Analista Senior,2022-06-06,,34888,35,F,2.9
384,Mohamed Bosch Vendrell,Ventas,Comercial Senior,2024-12-05,2026-04-29,32038,25,F,4.3
385,Joaquina Armengol Sandoval,RRHH,Especialista de RRHH,2021-03-06,,31722,33,F,3.4
386,Modesta Fabra-Montoya,Finanzas,Responsable Financiero,2024-08-15,,45280,45,M,3.9
387,Juanita Leyre Contreras Barrio,Atención al Cliente,Agente Senior,2023-02-09,2024-09-01,27442,56,F,3.6
388,Aroa Nuñez Blasco,Tecnología,Desarrollador Senior,2021-08-31,,38331,56,M,3.8
389,Mireia Duque,Atención al Cliente,Responsable de Atención al Cliente,2026-06-28,,36810,22,F,3.5
390,Duilio Río Saavedra,RRHH,Especialista de RRHH,2024-10-11,,30979,49,M,3.5
391,Lourdes Cuenca,Marketing,Especialista de Marketing,2023-08-02,,26394,39,F,2.7
392,Florencia Luna Ponce,RRHH,Responsable de RRHH,2025-04-17,,41699,48,F,2.9
393,Remedios Neira Badía,Operaciones,Técnico de Operaciones,2021-07-26,,24495,50,F,2.3
394,Ana Sofía Murcia Busquets,Operaciones,Técnico de Operaciones,2023-04-04,,23034,56,F,3.7
395,Nidia del Luz,Finanzas,Analista Financiero,2021-10-14,,29565,40,F,3.4
396,Porfirio Conesa-Mínguez,Finanzas,Responsable Financiero,2024-03-25,,46889,60,M,4.7
397,Lupe Cid Olmo,Operaciones,Técnico de Operaciones,2024-09-14,,22293,48,M,1.9
398,Nacio Paco Pou Castelló,Operaciones,Responsable de Operaciones,2026-04-27,,41733,33,M,3.0
399,Olga Anselma Menendez Peñas,Atención al Cliente,Agente de Soporte,2026-06-15,,20319,46,M,3.9
400,Ruth Castell Zurita,Tecnología,Desarrollador Senior,2021-11-02,,39406,33,M,3.0
401,Mohamed Roda Verdugo,Operaciones,Técnico de Operaciones,2022-09-08,,22433,31,M,4.0
402,Agustina Pareja Mendizábal,Marketing,Responsable de Marketing,2023-04-26,,43475,57,F,3.3
403,Custodio Noguera Torre,Atención al Cliente,Agente Senior,2022-02-21,,27231,27,M,2.7
404,Daniel Cervantes,Marketing,Especialista de Marketing,2024-01-02,,24228,34,F,2.9
405,Antonio Marqués Cadenas,Operaciones,Responsable de Operaciones,2024-05-23,,40924,26,F,3.6
406,Regina Zurita,Finanzas,Responsable Financiero,2025-01-23,,47517,35,M,3.6
407,Natalio Navarro Castro,Operaciones,Coordinador de Operaciones,2022-09-13,,29039,22,F,4.4
408,Florina Calista Cámara Escrivá,RRHH,Responsable de RRHH,2021-08-29,,41376,52,F,4.2
409,Rufina Yaiza Daza Río,Tecnología,Responsable de Tecnología,2022-02-23,,52685,37,M,3.7
410,Hernán Pastor Gámez,Finanzas,Analista Senior,2023-08-13,,36759,44,M,3.7
411,María Jesús López Sanchez,Operaciones,Responsable de Operaciones,2025-12-13,,42071,28,M,4.3
412,Juanito de Mendoza,Finanzas,Analista Senior,2026-02-16,,36262,42,M,3.9
413,Yaiza Ferrera Pedro,Ventas,Comercial Junior,2025-02-27,2026-01-23,25700,38,M,3.7
414,Isabela Serrano-Luján,Operaciones,Técnico de Operaciones,2022-11-07,,22868,58,F,2.4
415,Lidia Álamo Riquelme,Atención al Cliente,Responsable de Atención al Cliente,2026-04-17,,35578,38,M,2.9
416,Sebastian Flores Chacón,RRHH,Responsable de RRHH,2025-02-23,,41478,32,M,2.3
417,Amancio Terrón-Pera,Ventas,Responsable de Ventas,2024-01-25,,43941,56,F,3.0
418,Aroa de López,Atención al Cliente,Agente de Soporte,2026-04-20,,21663,25,F,3.2
419,Rico Cueto Llamas,Atención al Cliente,Responsable de Atención al Cliente,2022-04-19,2023-04-14,35396,31,F,1.7
420,Yolanda Vilanova Colom,Operaciones,Coordinador de Operaciones,2023-02-04,2023-05-05,31387,52,M,3.7
421,Apolonia Girona Sanmartín,Ventas,Responsable de Ventas,2024-02-04,,43798,23,M,3.4
422,Íngrid Amor Ribera,Atención al Cliente,Agente Senior,2021-02-05,,25619,49,F,3.2
423,Hector Vallés Pereira,Ventas,Comercial Junior,2023-12-10,2024-09-05,24496,34,M,2.6
424,Guadalupe de Perera,Finanzas,Analista Senior,2025-06-17,,38004,45,M,4.0
425,Alberto del Cabeza,Atención al Cliente,Agente de Soporte,2024-11-28,2025-09-24,21017,27,F,2.8
426,Rosa María Coll Cervantes,Ventas,Comercial Senior,2023-02-12,,32050,25,F,3.2
427,Eric Sureda Chamorro,Tecnología,Desarrollador Junior,2023-10-21,,28913,43,F,3.3
428,Jacinta Adadia Bernad,Marketing,Especialista de Marketing,2022-04-16,,24890,58,M,3.5
429,Eduardo Garriga Conde,Operaciones,Técnico de Operaciones,2024-11-02,,22614,56,F,4.1
430,Pascuala del Cantero,Ventas,Comercial Senior,2021-02-02,,32831,59,F,3.1
431,Diego Eutropio Carro Asenjo,Finanzas,Responsable Financiero,2025-08-09,,47110,26,M,3.6
432,Hugo del Barros,Ventas,Comercial Junior,2024-03-06,,23834,46,M,4.7
433,Silvio Valero Alegre,Atención al Cliente,Responsable de Atención al Cliente,2021-10-14,,36477,27,M,3.7
434,Maricela Herranz,Ventas,Comercial Senior,2022-04-21,,32908,43,M,3.0
435,Esteban Román Abellán,RRHH,Especialista de RRHH,2021-03-02,,32770,50,M,3.5
436,Feliciana Dalila Riera Exposito,Operaciones,Responsable de Operaciones,2026-04-12,,42583,33,M,3.3
437,Juan Francisco Palomo Bauzà,Ventas,Responsable de Ventas,2022-08-28,,45195,26,F,3.7
438,Macaria Vera,Operaciones,Coordinador de Operaciones,2024-12-28,,33046,31,M,3.1
439,Manola Almagro,Operaciones,Técnico de Operaciones,2021-07-07,2022-08-31,22957,41,M,3.1
440,Trinidad Soriano Arranz,Operaciones,Coordinador de Operaciones,2021-07-29,2022-05-25,30994,33,M,2.7
441,Florentina Izaguirre Alegre,Atención al Cliente,Responsable de Atención al Cliente,2023-11-16,,35294,23,F,3.8
442,Rocío Bauzà Ochoa,Operaciones,Técnico de Operaciones,2024-05-07,,24441,42,M,5.0
443,Quique de Márquez,Ventas,Comercial Senior,2023-03-06,,31871,57,F,2.7
444,Alfredo Ortuño Nevado,Atención al Cliente,Agente de Soporte,2024-11-04,,21502,30,M,2.6
445,Severo Sobrino Tejero,Operaciones,Coordinador de Operaciones,2021-10-26,2023-04-19,30199,49,M,2.2
446,Santiago Cepeda Barroso,Atención al Cliente,Agente Senior,2025-05-22,,26431,38,F,2.1
447,Alicia Marcos Fortuny,Finanzas,Analista Senior,2024-05-01,,34797,51,F,2.3
448,Ruy Flores Arnaiz,Ventas,Comercial Junior,2026-04-28,,26168,46,M,3.3
449,Úrsula Menéndez Villalba,Atención al Cliente,Agente Senior,2025-07-29,,27187,60,F,2.3
450,Sabina Sáenz Isern,Operaciones,Responsable de Operaciones,2026-04-25,,40045,52,M,4.0
451,Renato Feijoo Macias,Ventas,Comercial Senior,2026-06-07,,32239,53,F,3.8
452,Tere Asenjo Mármol,Operaciones,Coordinador de Operaciones,2025-07-31,,29037,45,F,4.4
453,Bernabé Pedro-Rueda,RRHH,Técnico de RRHH,2024-04-27,,25147,33,F,3.7
454,Perlita Sabater Pomares,RRHH,Especialista de RRHH,2026-04-16,,30700,50,M,3.6
455,Cayetana Valderrama Valencia,Marketing,Especialista de Marketing,2025-08-05,,25257,48,M,2.2
456,Ángela Vives Lasa,Ventas,Comercial Senior,2022-05-11,2023-05-06,33028,31,M,1.4
457,Prudencio Rodriguez Bermúdez,Finanzas,Analista Financiero,2023-07-09,,29148,52,M,2.2
458,María Cristina Escribano Marin,Atención al Cliente,Responsable de Atención al Cliente,2023-05-07,,35516,45,F,2.6
459,Aroa Bernal Mosquera,Ventas,Comercial Junior,2024-09-08,,23421,32,F,4.2
460,Ezequiel Jacinto Rojas Diaz,Atención al Cliente,Responsable de Atención al Cliente,2024-10-19,,35376,43,M,3.6
461,Felicia Salvador Arnal,Ventas,Comercial Junior,2022-06-14,2023-06-09,24897,55,F,1.9
462,María Luisa Royo Llobet,Atención al Cliente,Agente Senior,2023-08-07,,26169,59,F,3.2
463,Anselmo Ramis Parra,Operaciones,Técnico de Operaciones,2023-09-16,2025-12-04,24750,48,F,4.0
464,Rosario Cuesta,Ventas,Responsable de Ventas,2021-10-18,,42418,43,M,3.2
465,Calixto Ríos Arana,Finanzas,Responsable Financiero,2023-09-17,,47356,28,M,4.9
466,Anastasio Guzman Pazos,Finanzas,Analista Senior,2022-10-16,2024-02-08,36573,24,F,3.2
467,Fátima Antúnez Corral,Ventas,Comercial Senior,2024-08-20,2025-12-13,31904,32,F,3.4
468,Flora Peral Saldaña,Atención al Cliente,Responsable de Atención al Cliente,2021-11-24,,36970,49,M,3.4
469,Luciano Cervantes Ávila,Operaciones,Coordinador de Operaciones,2024-07-13,,31354,49,M,3.3
470,Gisela Miralles Lopez,Ventas,Responsable de Ventas,2025-12-14,,39669,59,M,3.5
471,Baudelio de Estrada,Atención al Cliente,Responsable de Atención al Cliente,2022-03-16,2023-08-08,37330,26,F,1.4
472,Lorenza Pombo Carranza,Finanzas,Responsable Financiero,2022-01-18,,52176,34,M,3.3
473,Roldán Juliá-Salmerón,Ventas,Responsable de Ventas,2025-11-02,,44846,42,M,2.7
474,Mariano Machado,Tecnología,Responsable de Tecnología,2021-08-22,,53225,51,F,2.7
475,Chus Casado Cerdá,Finanzas,Responsable Financiero,2025-06-28,,46752,59,F,4.7
476,Jaime Duque Salgado,Tecnología,Desarrollador Senior,2021-08-30,,38682,29,F,3.6
477,Sandalio Montenegro Olivera,Operaciones,Técnico de Operaciones,2023-11-13,,24225,60,F,3.7
478,Leonardo Manrique Marín,Atención al Cliente,Agente Senior,2022-01-16,,26100,56,F,3.7
479,Pelayo Dávila Pardo,Atención al Cliente,Agente Senior,2022-08-15,,25961,42,M,3.1
480,Consuelo Carrión,Tecnología,Desarrollador Senior,2026-05-04,,40842,30,F,4.2
481,Ruy Chamorro,Finanzas,Responsable Financiero,2023-11-02,,49277,48,M,2.6
482,Ruperto del Amo,Atención al Cliente,Agente Senior,2023-09-28,2026-07-14,25235,58,F,4.1
483,Manola Peinado Solsona,Finanzas,Analista Financiero,2022-08-22,2023-06-18,29613,36,M,3.7
484,Belén de Bastida,Ventas,Comercial Senior,2024-03-04,,31674,53,F,4.1
485,Heliodoro Plinio Tejero Zaragoza,Atención al Cliente,Agente Senior,2025-05-07,,26792,45,F,2.5
486,Rebeca Recio Benavent,Finanzas,Analista Senior,2024-01-24,,36796,49,F,3.9
487,Federico Benavent Sandoval,Finanzas,Responsable Financiero,2025-03-19,,47404,24,M,4.4
488,Nieves Villar Ocaña,Operaciones,Técnico de Operaciones,2023-06-19,,23374,29,F,3.5
489,Valentín Espada Castelló,Operaciones,Responsable de Operaciones,2024-04-19,,40711,49,F,3.4
490,Lidia Baquero Casanova,Tecnología,Desarrollador Junior,2025-07-25,,27903,25,M,2.4
491,Calista Mateu,Atención al Cliente,Responsable de Atención al Cliente,2024-01-09,,34870,40,M,2.3
492,Cecilio Mora Gomis,Atención al Cliente,Responsable de Atención al Cliente,2026-01-18,,35595,28,F,2.5
493,Lorenza Luz Bermúdez,RRHH,Especialista de RRHH,2026-02-25,,33415,39,F,4.1
494,Clímaco Llobet-Casares,Tecnología,Desarrollador Junior,2022-05-27,,28311,42,F,5.0
495,Marino Juanito Bueno Valverde,Finanzas,Responsable Financiero,2023-03-16,,49963,58,M,3.2
496,Manu Correa Donoso,Tecnología,Desarrollador Senior,2023-07-15,2023-08-14,42818,27,M,2.6
497,Pacífica Xiomara Nebot Armengol,Atención al Cliente,Agente Senior,2024-11-23,,24978,45,M,4.4
498,Apolinar Arroyo Landa,RRHH,Especialista de RRHH,2024-04-06,2024-06-05,33114,27,M,3.8
499,Rodolfo Riera,Tecnología,Responsable de Tecnología,2023-01-04,,53189,56,M,4.0
500,Micaela Ale Valenciano Manjón,Operaciones,Coordinador de Operaciones,2025-08-17,,31385,39,M,3.6
501,Jose Antonio Donato Ramis Martorell,Marketing,Marketing Senior,2024-01-26,,32621,58,M,3.4
502,Angelina Barreda Cruz,Finanzas,Responsable Financiero,2025-04-11,2025-11-07,47438,28,M,2.8
503,Herminia Tomé Sobrino,Ventas,Comercial Junior,2023-06-23,,23679,49,F,4.1
504,Francisco Cobo,RRHH,Técnico de RRHH,2025-12-12,,23985,32,M,2.1
505,Tere Montaña Ojeda,Ventas,Comercial Senior,2022-05-28,2023-09-20,30680,32,F,4.1
506,Belén Pellicer Villa,Atención al Cliente,Agente Senior,2025-01-26,,25345,36,M,3.2
507,Ascensión del Herranz,Tecnología,Responsable de Tecnología,2021-07-14,2023-01-05,50063,52,F,4.7
508,Azucena Lastra Sancho,Ventas,Comercial Junior,2023-11-30,,24685,22,F,3.5
509,Calisto de Ayuso,Tecnología,Desarrollador Junior,2025-10-28,,28062,30,M,4.4
510,Gregorio Toni Ripoll Hurtado,Ventas,Comercial Senior,2021-07-02,,31899,28,F,3.0
511,Santos Morán Milla,Operaciones,Coordinador de Operaciones,2021-10-08,,30574,30,F,3.7
512,Rico Cuervo,Ventas,Responsable de Ventas,2021-01-18,,43232,32,M,4.2
513,Lola Solera Valenzuela,Operaciones,Técnico de Operaciones,2024-07-10,,23819,48,M,3.2
514,Jose Ramón Aitor Bosch Pozuelo,Marketing,Especialista de Marketing,2026-01-11,,24331,29,M,4.6
515,Jesusa Hernando,Operaciones,Coordinador de Operaciones,2022-10-07,,29048,37,M,2.9
516,Lupe Osorio,Tecnología,Desarrollador Junior,2024-02-08,,28281,60,M,4.0
517,Amador Lucena Uría,Finanzas,Responsable Financiero,2021-02-24,,47410,41,F,4.3
518,Vera Soledad Sosa Macias,Atención al Cliente,Responsable de Atención al Cliente,2022-01-22,,35102,40,F,3.6
519,Adelia de Rosa,Finanzas,Analista Financiero,2023-10-11,,27164,37,M,4.9
520,Valero Lamas Paz,Tecnología,Desarrollador Junior,2023-12-18,,27812,22,M,3.6
521,Flavia Arrieta Pérez,RRHH,Técnico de RRHH,2023-03-04,,25028,58,M,3.7
522,Lucas Ferreras Pareja,Operaciones,Responsable de Operaciones,2021-12-20,,40691,26,F,3.3
523,Elvira de Pomares,Atención al Cliente,Agente de Soporte,2022-06-21,2023-07-16,20901,25,M,2.3
524,Javiera Losa,Atención al Cliente,Responsable de Atención al Cliente,2024-12-30,,36357,48,M,4.4
525,Nieves María Jesús Carrera Castells,Tecnología,Desarrollador Junior,2024-08-04,,27314,31,M,3.6
526,Haroldo Perea Nicolau,Ventas,Comercial Junior,2023-11-14,,24498,31,M,3.7
527,Flavia de Flor,Atención al Cliente,Responsable de Atención al Cliente,2025-04-13,,34970,26,M,2.4
528,Liliana Gracia Vall Arjona,Tecnología,Responsable de Tecnología,2026-05-07,,48173,25,F,4.1
529,Alejo Cerro Mínguez,Ventas,Comercial Senior,2021-08-26,,33472,60,F,3.6
530,Lorenza Saura Company,Operaciones,Responsable de Operaciones,2024-09-09,,40109,29,F,2.3
531,Virginia Lola Chaves Mosquera,Tecnología,Responsable de Tecnología,2021-01-24,,53126,44,M,2.6
532,Esther Candelas Pozo Martínez,Ventas,Comercial Junior,2025-03-16,,23907,39,F,3.0
533,Evangelina Vendrell-Vergara,Finanzas,Analista Financiero,2022-11-18,,27802,39,F,2.9
534,Laura del Taboada,Operaciones,Responsable de Operaciones,2024-07-09,2025-07-04,41389,51,M,2.3
535,Gerónimo Muñoz Canals,Ventas,Responsable de Ventas,2021-12-08,,43551,38,F,4.0
536,Marisela Mena Amor,Marketing,Responsable de Marketing,2025-01-20,2025-03-21,43061,54,F,3.9
537,Juana Dulce Goñi Aznar,Ventas,Comercial Junior,2022-05-16,2025-08-28,23912,45,M,3.4
538,Julia Donaire-Zamora,RRHH,Técnico de RRHH,2026-03-23,,24965,24,M,3.5
539,Remedios Sol Pinto Coloma,Operaciones,Técnico de Operaciones,2023-05-03,,23948,42,M,2.8
540,Alcides de Farré,Marketing,Responsable de Marketing,2023-02-03,2024-03-29,40379,25,F,4.5
541,Isidro Mir Riquelme,Operaciones,Responsable de Operaciones,2026-07-03,,42818,47,F,3.8
542,Hilario Frías Reguera,Marketing,Marketing Senior,2025-05-04,,31225,42,F,3.2
543,Remedios Soto,Atención al Cliente,Agente de Soporte,2023-01-26,2025-04-15,21094,58,M,2.9
544,Patricio Cervera Villena,Finanzas,Analista Financiero,2023-08-09,,28225,53,F,3.0
